,season,week,season_type,neutral_site,conference_game,attendance,home_team,home_conference,home_division,home_points,away_team,away_conference,away_division,away_points
0,2022,10,regular,False,True,-1,Washington & Jefferson,Presidents',iii,,Grove City College,Presidents',iii,
0,2022,10,regular,False,True,-1,Wooster,North Coast,iii,,Denison,North Coast,iii,
0,2022,10,regular,False,True,-1,Cornell,Ivy,fcs,21,Pennsylvania,Ivy,fcs,28
0,2022,10,regular,False,True,-1,Randolph-Macon,Old Dominion,iii,,Ferrum,Old Dominion,iii,
0,2022,10,regular,False,True,-1,Northern Michigan,GLIAC,ii,,Saginaw Valley,GLIAC,ii,
0,2022,10,regular,False,True,-1,Truman State,Great Lakes,ii,,McKendree,Great Lakes,ii,
0,2022,10,regular,False,False,-1,Hillsdale,Great Midwest Athletic,ii,,Michigan Tech,GLIAC,ii,
0,2022,10,regular,False,True,-1,St. Vincent,Presidents',iii,,Waynesburg,Presidents',iii,
0,2022,10,regular,False,False,-1,Northwood (MI),Great Midwest Athletic,ii,,Ohio Dominican,Great Midwest Athletic,ii,
0,2022,10,regular,False,True,-1,Amherst College,NESCAC,iii,17,Bowdoin,NESCAC,iii,14
0,2022,10,regular,False,True,-1,Greenville,Upper Midwest,iii,,Finlandia University,Upper Midwest,iii,
0,2022,10,regular,False,True,-1,Nebraska-Kearney,Mid America,ii,,Central Oklahoma,Mid America,ii,
0,2022,10,regular,False,True,-1,WV Wesleyan,Mountain East,ii,,Frostburg State,Mountain East,ii,
0,2022,10,regular,False,True,-1,Minnesota St-Moorhead,Northern Sun,ii,,Concordia-St. Paul,Northern Sun,ii,
0,2022,10,regular,False,True,-1,New Haven,Northeast 10,ii,,Franklin Pierce,Northeast 10,ii,
0,2022,10,regular,False,True,-1,Allen,SIAC,ii,21,Benedict College,SIAC,ii,54
0,2022,10,regular,False,True,-1,Wittenberg,North Coast,iii,7,Ohio Wesleyan,North Coast,iii,14
0,2022,10,regular,False,True,-1,Mars Hill,South Atlantic,ii,,Tusculum,South Atlantic,ii,
0,2022,10,regular,False,True,-1,Minnesota State,Northern Sun,ii,,Southwest Minnesota State,Northern Sun,ii,
0,2022,10,regular,False,True,-1,Lock Haven,Pennsylvania State Athletic,ii,,Shippensburg,Pennsylvania State Athletic,ii,
0,2022,10,regular,False,True,-1,Stonehill,NEC,fcs,50,Wagner,NEC,fcs,10
0,2022,10,regular,False,True,-1,Ferris State,GLIAC,ii,28,Davenport,GLIAC,ii,7
0,2022,10,regular,False,True,-1,Slippery Rock,Pennsylvania State Athletic,ii,,Edinboro,Pennsylvania State Athletic,ii,
0,2022,10,regular,False,True,-1,Central,American Rivers,iii,,Luther,American Rivers,iii,
0,2022,10,regular,False,True,-1,Utica,Empire 8,iii,,Alfred,Empire 8,iii,
0,2022,10,regular,False,True,-1,Albion,Michigan,iii,,Olivet College,Michigan,iii,
0,2022,10,regular,False,False,-1,UT Martin,OVC,fcs,27,Kennesaw State,Atlantic Sun,fcs,44
0,2022,10,regular,False,True,-1,Harvard,Ivy,fcs,20,Columbia,Ivy,fcs,21
0,2022,10,regular,False,True,-1,Delaware,CAA,fcs,49,Monmouth,CAA,fcs,17
0,2022,10,regular,False,True,-1,Wheeling Jesuit,Mountain East,ii,,Charleston (WV),Mountain East,ii,
0,2022,10,regular,False,False,-1,Brevard College,USA South,iii,7,Belhaven College,USA South,iii,20
0,2022,10,regular,False,True,-1,Trine,Michigan,iii,,Hope,Michigan,iii,
0,2022,10,regular,False,True,-1,Long Island University,NEC,fcs,29,Central Connecticut,NEC,fcs,20
0,2022,10,regular,False,False,-1,Southern Connecticut State,Northeast 10,ii,,Post University,Independent DII,ii,
0,2022,10,regular,False,True,-1,Western New England,Commonwealth Coast,iii,,University of New England,Commonwealth Coast,iii,
0,2022,10,regular,False,False,-1,Averett,Old Dominion,iii,,Guilford,Old Dominion,iii,
0,2022,10,regular,False,True,-1,Bowie State,CIAA,ii,,Lincoln (PA),CIAA,ii,
0,2022,10,regular,False,True,-1,Wesleyan,NESCAC,iii,,Williams,NESCAC,iii,
0,2022,10,regular,False,True,-1,Millsaps,Southern Athletic,iii,,Trinity (TX),Southern Athletic,iii,
0,2022,10,regular,False,True,-1,Rowan,New Jersey,iii,,Montclair State,New Jersey,iii,
0,2022,10,regular,False,True,-1,Bates College,NESCAC,iii,,Trinity (CT),NESCAC,iii,
0,2022,10,regular,False,True,-1,Buffalo State,Liberty League,iii,7,Hobart,Liberty League,iii,63
0,2022,10,regular,False,True,-1,LaGrange College,USA South,iii,,Southern Virginia,USA South,iii,
0,2022,10,regular,False,False,-1,Bethany (WV),Presidents',iii,,Allegheny,Presidents',iii,
0,2022,10,regular,False,True,-1,Linfield,Northwest,iii,65,Willamette,Northwest,iii,0
0,2022,10,regular,False,True,-1,Christopher Newport,New Jersey,iii,,College of New Jersey,New Jersey,iii,
0,2022,10,regular,False,True,-1,Central State,SIAC,ii,,Kentucky State,SIAC,ii,
0,2022,10,regular,False,True,-1,Presbyterian College,Pioneer,fcs,28,Dayton,Pioneer,fcs,52
0,2022,10,regular,False,True,-1,Colgate,Patriot,fcs,16,Lafayette,Patriot,fcs,21
0,2022,10,regular,False,True,-1,Princeton,Ivy,fcs,17,Dartmouth,Ivy,fcs,14
0,2022,10,regular,False,True,-1,Bucknell,Patriot,fcs,17,Fordham,Patriot,fcs,59
0,2022,10,regular,False,True,-1,Dickinson,Centennial,iii,,Johns Hopkins,Centennial,iii,
0,2022,10,regular,False,True,-1,East Stroudsburg,Pennsylvania State Athletic,ii,,Shepherd,Pennsylvania State Athletic,ii,
0,2022,10,regular,False,True,-1,Franklin,Heartland,iii,,Mount St. Joseph,Heartland,iii,
0,2022,10,regular,False,True,-1,Marietta,Ohio,iii,,Capital,Ohio,iii,
0,2022,10,regular,False,True,-1,Livingstone,CIAA,ii,,Johnson C Smith,CIAA,ii,
0,2022,10,regular,False,True,-1,South Carolina State,MEAC,fcs,24,Delaware State,MEAC,fcs,27
0,2022,10,regular,False,True,-1,Defiance,Heartland,iii,,Manchester,Heartland,iii,
0,2022,10,regular,False,True,-1,Mount Union,Ohio,iii,34,John Carroll,Ohio,iii,28
0,2022,10,regular,False,True,-1,Bluffton,Heartland,iii,,Anderson (IN),Heartland,iii,
0,2022,10,regular,False,True,-1,Wilmington (OH),Ohio,iii,13,Muskingum,Ohio,iii,27
0,2022,10,regular,False,True,-1,Otterbein,Ohio,iii,,Ohio Northern,Ohio,iii,
0,2022,10,regular,False,True,-1,Heidelberg,Ohio,iii,,Baldwin-Wallace,Ohio,iii,
0,2022,10,regular,False,True,-1,St. Olaf College,Minnesota,iii,,Gustavus Adolphus,Minnesota,iii,
0,2022,10,regular,False,True,-1,Hardin-Simmons,American Southwest,iii,,Austin College,American Southwest,iii,
0,2022,10,regular,False,False,-1,Macalester,Minnesota,iii,,St. Scholastica,Minnesota,iii,
0,2022,10,regular,False,True,-1,Hanover,Heartland,iii,,Rose-Hulman,Heartland,iii,
0,2022,10,regular,False,True,-1,Concordia (WI),NACC,iii,45,Wisconsin Lutheran,NACC,iii,21
0,2022,10,regular,False,True,-1,Bridgewater (VA),Old Dominion,iii,,Washington & Lee,Old Dominion,iii,
0,2022,10,regular,False,True,-1,Loras College,American Rivers,iii,,Dubuque,American Rivers,iii,
0,2022,10,regular,False,False,-1,Millikin,CCIW,iii,18,Carroll (WI),Midwest,iii,26
0,2022,10,regular,False,True,-1,Birmingham-Southern,Southern Athletic,iii,,Centre,Southern Athletic,iii,
0,2022,10,regular,False,True,-1,Towson,CAA,fcs,27,Villanova,CAA,fcs,3
0,2022,10,regular,False,True,-1,Cornell College (IA),Midwest,iii,27,Knox College,Midwest,iii,31
0,2022,10,regular,False,True,-1,Morehouse,SIAC,ii,,Clark Atlanta,SIAC,ii,
0,2022,10,regular,False,True,-1,Elon,CAA,fcs,27,Albany,CAA,fcs,3
0,2022,10,regular,False,True,-1,Valparaiso,Pioneer,fcs,7,St. Thomas (MN),Pioneer,fcs,34
0,2022,10,regular,False,True,-1,Concordia (MN),Minnesota,iii,,Hamline,Minnesota,iii,
0,2022,10,regular,False,True,-1,Aurora,NACC,iii,,Lakeland University,NACC,iii,
0,2022,10,regular,False,True,-1,North Park,CCIW,iii,,Elmhurst,CCIW,iii,
0,2022,10,regular,False,True,-1,Crown College,Upper Midwest,iii,,Northwestern (MN),Upper Midwest,iii,
0,2022,10,regular,True,True,-1,Nebraska Wesleyan University,American Rivers,iii,14,Coe,American Rivers,iii,34
0,2022,10,regular,False,True,-1,Grinnell,Midwest,iii,,Illinois College,Midwest,iii,
0,2022,10,regular,False,True,-1,Sioux Falls,Northern Sun,ii,,Wayne State (NE),Northern Sun,ii,
0,2022,10,regular,False,True,-1,Brockport State (NY),Empire 8,iii,,Morrisville State,Empire 8,iii,
0,2022,10,regular,False,True,-1,The Citadel,Southern,fcs,21,Chattanooga,Southern,fcs,31
0,2022,10,regular,False,True,-1,Bryant,Big South,fcs,43,Campbell,Big South,fcs,37
0,2022,10,regular,False,True,-1,Temple,American Athletic,fbs,54,South Florida,American Athletic,fbs,28
0,2022,10,regular,False,True,-1,New Mexico Highlands,Rocky Mountain,ii,,Colorado Mines,Rocky Mountain,ii,
0,2022,10,regular,False,True,-1,Bloomsburg,Pennsylvania State Athletic,ii,17,Millersville,Pennsylvania State Athletic,ii,25
0,2022,10,regular,False,True,-1,Catawba,South Atlantic,ii,10,Lenoir-Rhyne,South Atlantic,ii,62
0,2022,10,regular,False,True,-1,Fort Lewis,Rocky Mountain,ii,,Western State,Rocky Mountain,ii,
0,2022,10,regular,False,True,-1,Bemidji State,Northern Sun,ii,24,Northern State,Northern Sun,ii,14
0,2022,10,regular,False,True,-1,Augustana (SD),Northern Sun,ii,,Minnesota-Duluth,Northern Sun,ii,
0,2022,10,regular,False,True,-1,Concord,Mountain East,ii,,Alderson-Broaddus,Mountain East,ii,
0,2022,10,regular,False,True,-1,Central Missouri State,Mid America,ii,,Missouri Western,Mid America,ii,
0,2022,10,regular,False,True,-1,Washburn,Mid America,ii,23,Pittsburg State,Mid America,ii,37
0,2022,10,regular,False,True,-1,Fort Hays State,Mid America,ii,,Northeastern State,Mid America,ii,
0,2022,10,regular,False,True,-1,Southwest Baptist,Great Lakes,ii,,Quincy,Great Lakes,ii,
0,2022,10,regular,False,True,-1,William Jewell College,Great Lakes,ii,,Indianapolis,Great Lakes,ii,
0,2022,10,regular,False,True,-1,Seton Hill College,Pennsylvania State Athletic,ii,,Mercyhurst,Pennsylvania State Athletic,ii,
0,2022,10,regular,False,True,-1,Chadron State,Rocky Mountain,ii,,Colorado Mesa,Rocky Mountain,ii,
0,2022,10,regular,False,True,-1,Indiana (PA),Pennsylvania State Athletic,ii,,Clarion,Pennsylvania State Athletic,ii,
0,2022,10,regular,False,True,-1,Wingate,South Atlantic,ii,15,Newberry,South Atlantic,ii,24
0,2022,10,regular,False,False,-1,Edward Waters,SIAC,ii,,UFTL,,,
0,2022,10,regular,False,True,-1,UW-Stout,Wisconsin,iii,7,UW-Whitewater,Wisconsin,iii,16
0,2022,10,regular,False,True,-1,Wisconsin-Platteville,Wisconsin,iii,,Wisconsin-Eau Claire,Wisconsin,iii,
0,2022,10,regular,False,True,-1,Wisconsin-La Crosse,Wisconsin,iii,,UW-River Falls,Wisconsin,iii,
0,2022,10,regular,False,True,-1,St. Johns (MN),Minnesota,iii,,Carleton,Minnesota,iii,
0,2022,10,regular,False,True,-1,Augustana (IL),CCIW,iii,,Carthage,CCIW,iii,
0,2022,10,regular,False,True,-1,Washington (MO),CCIW,iii,,Wheaton College (Ill),CCIW,iii,
0,2022,10,regular,False,True,-1,Southwestern University,American Southwest,iii,,Texas Lutheran,American Southwest,iii,
0,2022,10,regular,False,True,-1,Illinois Wesleyan,CCIW,iii,,North Central,CCIW,iii,
0,2022,10,regular,False,True,-1,Monmouth (IL),Midwest,iii,,Ripon,Midwest,iii,
0,2022,10,regular,False,True,-1,Lawrence,Midwest,iii,,Chicago,Midwest,iii,
0,2022,10,regular,False,True,-1,Augsburg,Minnesota,iii,,Bethel (MN),Minnesota,iii,
0,2022,10,regular,False,True,-1,Howard Payne,American Southwest,iii,,Mary Hardin-Baylor,American Southwest,iii,
0,2022,10,regular,False,True,-1,East Texas Baptist,American Southwest,iii,,Sul Ross State,American Southwest,iii,
0,2022,10,regular,False,True,-1,Tuskegee,SIAC,ii,26,Miles,SIAC,ii,23
0,2022,10,regular,True,True,-1,Albany State (GA),SIAC,ii,21,Fort Valley State,SIAC,ii,31
0,2022,10,regular,False,True,-1,Western Carolina,Southern,fcs,36,Wofford,Southern,fcs,29
0,2022,10,regular,False,True,-1,South Dakota,MVFC,fcs,20,Missouri State,MVFC,fcs,13
0,2022,10,regular,False,True,-1,Western Illinois,MVFC,fcs,17,North Dakota State,MVFC,fcs,56
0,2022,10,regular,False,True,-1,North Carolina Central,MEAC,fcs,50,Howard,MEAC,fcs,21
0,2022,10,regular,False,True,-1,Beloit College,Midwest,iii,,Lake Forest,Midwest,iii,
0,2022,10,regular,False,True,-1,Concordia (IL),NACC,iii,,Benedictine (IL),NACC,iii,
0,2022,10,regular,False,True,-1,Wisconsin-Stevens Point,Wisconsin,iii,,UW-Oshkosh,Wisconsin,iii,
0,2022,10,regular,False,True,-1,Old Dominion,Sun Belt,fbs,0,Marshall,Sun Belt,fbs,12
0,2022,10,regular,False,True,-1,Sewanee Univ. of the South,Southern Athletic,iii,,Berry College,Southern Athletic,iii,
0,2022,10,regular,False,True,-1,Tennessee Tech,OVC,fcs,35,Lindenwood,OVC,fcs,34
0,2022,10,regular,False,True,-1,Northwest Missouri State,Mid America,ii,27,Missouri Southern State,Mid America,ii,5
0,2022,10,regular,False,True,-1,Incarnate Word,Southland,fcs,73,Houston Christian,Southland,fcs,20
0,2022,10,regular,False,True,-1,Louisiana Tech,Conference USA,fbs,40,Middle Tennessee,Conference USA,fbs,24
0,2022,10,regular,False,True,-1,Grambling,SWAC,fcs,36,Arkansas-Pine Bluff,SWAC,fcs,10
0,2022,10,regular,False,True,-1,Samford,Southern,fcs,34,VMI,Southern,fcs,15
0,2022,10,regular,False,True,-1,Delta State,Gulf South,ii,,West Georgia,Gulf South,ii,
0,2022,10,regular,False,True,-1,West Alabama,Gulf South,ii,,Mississippi College,Gulf South,ii,
0,2022,10,regular,False,True,-1,Idaho,Big Sky,fcs,48,Eastern Washington,Big Sky,fcs,16
0,2022,10,regular,False,True,-1,Oklahoma,Big 12,fbs,35,Baylor,Big 12,fbs,38
0,2022,10,regular,False,True,-1,East Central,Great American,ii,16,Arkansas-Monticello,Great American,ii,0
0,2022,10,regular,False,True,-1,Southwestern Oklahoma,Great American,ii,,Harding,Great American,ii,
0,2022,10,regular,False,True,-1,Henderson State,Great American,ii,51,Oklahoma Baptist,Great American,ii,24
0,2022,10,regular,False,True,-1,Southeastern Oklahoma,Great American,ii,,Ouachita Baptist,Great American,ii,
0,2022,10,regular,False,True,-1,Grand Valley State,GLIAC,ii,42,Wayne State (MI),GLIAC,ii,14
0,2022,10,regular,False,True,-1,Lincoln (MO),Mid America,ii,,Emporia State,Mid America,ii,
0,2022,10,regular,False,True,-1,Southern Mississippi,Sun Belt,fbs,14,Georgia State,Sun Belt,fbs,42
0,2022,10,regular,False,True,-1,Adams State,Rocky Mountain,ii,,Black Hills State,Rocky Mountain,ii,
0,2022,10,regular,False,True,-1,Southern Arkansas,Great American,ii,,Southern Nazarene,Great American,ii,
0,2022,10,regular,False,True,-1,Findlay,Great Midwest Athletic,ii,,Walsh,Great Midwest Athletic,ii,
0,2022,10,regular,False,True,-1,Minot State,Northern Sun,ii,,University of Mary,Northern Sun,ii,
0,2022,10,regular,False,True,-1,Carson-Newman,South Atlantic,ii,,UVA-Wise,South Atlantic,ii,
0,2022,10,regular,False,True,-1,Texas A&M-Commerce,Southland,fcs,14,Northwestern State,Southland,fcs,41
0,2022,10,regular,False,True,-1,Weber State,Big Sky,fcs,30,Sacramento State,Big Sky,fcs,33
0,2022,10,regular,False,True,-1,Illinois State,MVFC,fcs,17,Youngstown State,MVFC,fcs,19
0,2022,10,regular,False,True,-1,Stanford,Pac-12,fbs,14,Washington State,Pac-12,fbs,52
0,2022,10,regular,False,True,-1,Iowa State,Big 12,fbs,31,West Virginia,Big 12,fbs,14
0,2022,10,regular,False,True,-1,Georgia,SEC,fbs,27,Tennessee,SEC,fbs,13
0,2022,10,regular,False,True,-1,Colorado,Pac-12,fbs,10,Oregon,Pac-12,fbs,49
0,2022,10,regular,False,True,-1,Memphis,American Athletic,fbs,28,UCF,American Athletic,fbs,35
0,2022,10,regular,False,True,-1,Illinois,Big Ten,fbs,15,Michigan State,Big Ten,fbs,23
0,2022,10,regular,False,True,-1,Indiana,Big Ten,fbs,14,Penn State,Big Ten,fbs,45
0,2022,10,regular,False,True,-1,Pittsburgh,ACC,fbs,19,Syracuse,ACC,fbs,9
0,2022,10,regular,False,True,-1,Kansas,Big 12,fbs,37,Oklahoma State,Big 12,fbs,16
0,2022,10,regular,False,True,-1,UAB,Conference USA,fbs,38,UT San Antonio,Conference USA,fbs,44
0,2022,10,regular,False,True,-1,Utah State,Mountain West,fbs,27,New Mexico,Mountain West,fbs,10
0,2022,10,regular,False,True,-1,Richmond,CAA,fcs,40,New Hampshire,CAA,fcs,34
0,2022,10,regular,False,True,-1,San Diego,Pioneer,fcs,23,Butler,Pioneer,fcs,26
0,2022,10,regular,False,True,-1,Bethune-Cookman,SWAC,fcs,22,Alabama State,SWAC,fcs,37
0,2022,10,regular,False,True,-1,Pacific (OR),Northwest,iii,,Whitworth,Northwest,iii,
0,2022,10,regular,False,True,-1,Puget Sound,Northwest,iii,,Pacific Lutheran,Northwest,iii,
0,2022,10,regular,False,False,-1,Lamar,Southland,fcs,31,Southeastern Louisiana,Southland,fcs,47
0,2022,10,regular,False,True,-1,Colorado State-Pueblo,Rocky Mountain,ii,,South Dakota Mines,Rocky Mountain,ii,
0,2022,10,regular,False,False,-1,Erskine,South Atlantic,ii,,Emory & Henry,South Atlantic,ii,
0,2022,10,regular,False,True,-1,Claremont,So. Cal.,iii,,Redlands,So. Cal.,iii,
0,2022,10,regular,False,True,-1,Cincinnati,American Athletic,fbs,20,Navy,American Athletic,fbs,10
0,2022,10,regular,False,True,-1,Lake Erie College,Great Midwest Athletic,ii,,Ashland,Great Midwest Athletic,ii,
0,2022,10,regular,False,True,-1,Winston-Salem,CIAA,ii,6,Fayetteville State,CIAA,ii,14
0,2022,10,regular,False,True,-1,Morehead State,Pioneer,fcs,21,Marist,Pioneer,fcs,31
0,2022,10,regular,False,True,-1,Northern Arizona,Big Sky,fcs,38,Montana State,Big Sky,fcs,41
0,2022,10,regular,False,True,-1,North Texas,Conference USA,fbs,52,Florida International,Conference USA,fbs,14
0,2022,10,regular,False,True,-1,Georgia Southern,Sun Belt,fbs,31,South Alabama,Sun Belt,fbs,38
0,2022,10,regular,False,False,-1,Arkansas,SEC,fbs,19,Liberty,FBS Independents,fbs,21
0,2022,10,regular,False,True,-1,Western Oregon,Lone Star,ii,,Simon Fraser,Lone Star,ii,
0,2022,10,regular,False,True,-1,Savannah State,SIAC,ii,44,Lane,SIAC,ii,38
0,2022,10,regular,False,True,-1,Northern Iowa,MVFC,fcs,28,South Dakota State,MVFC,fcs,31
0,2022,10,regular,False,True,-1,Louisiana,Sun Belt,fbs,17,Troy,Sun Belt,fbs,23
0,2022,10,regular,False,True,-1,Louisiana Monroe,Sun Belt,fbs,31,Texas State,Sun Belt,fbs,30
0,2022,10,regular,False,True,-1,Portland State,Big Sky,fcs,35,Northern Colorado,Big Sky,fcs,21
0,2022,10,regular,False,True,-1,Eastern Kentucky,Atlantic Sun,fcs,42,Central Arkansas,Atlantic Sun,fcs,14
0,2022,10,regular,False,True,-1,Northwestern Oklahoma State,Great American,ii,,Arkansas Tech,Great American,ii,
0,2022,10,regular,False,True,-1,Kentucky Wesleyan,Great Midwest Athletic,ii,,Tiffin,Great Midwest Athletic,ii,
0,2022,10,regular,False,False,-1,North Alabama,Atlantic Sun,fcs,35,Austin Peay,Atlantic Sun,fcs,38
0,2022,10,regular,False,True,-1,West Liberty,Mountain East,ii,32,WV State,Mountain East,ii,42
0,2022,10,regular,False,True,-1,Tennessee State,OVC,fcs,0,Southeast Missouri State,OVC,fcs,42
0,2022,10,regular,False,True,-1,Florida A&M,SWAC,fcs,30,Southern,SWAC,fcs,16
0,2022,10,regular,False,True,-1,Methodist,USA South,iii,,Greensboro,USA South,iii,
0,2022,10,regular,False,True,-1,LSU,SEC,fbs,32,Alabama,SEC,fbs,31
0,2022,10,regular,False,True,-1,SMU,American Athletic,fbs,77,Houston,American Athletic,fbs,63
0,2022,10,regular,False,True,-1,Kansas State,Big 12,fbs,27,Texas,Big 12,fbs,34
0,2022,10,regular,True,True,-1,Hendrix College,Southern Athletic,iii,6,Rhodes,Southern Athletic,iii,0
0,2022,10,regular,False,False,-1,Boise State,Mountain West,fbs,28,BYU,FBS Independents,fbs,31
0,2022,10,regular,False,True,-1,UC Davis,Big Sky,fcs,43,Idaho State,Big Sky,fcs,3
0,2022,10,regular,False,True,-1,Texas Southern,SWAC,fcs,14,Jackson State,SWAC,fcs,41
0,2022,10,regular,False,False,-1,Angelo State,Lone Star,ii,,Central Washington,Lone Star,ii,
0,2022,10,regular,False,True,-1,San Diego State,Mountain West,fbs,14,UNLV,Mountain West,fbs,10
0,2022,10,regular,False,True,-1,Valdosta State,Gulf South,ii,31,West Florida,Gulf South,ii,32
0,2022,10,regular,False,True,-1,University of Texas of the Permian Basin,Lone Star,ii,,Western New Mexico,Lone Star,ii,
0,2022,10,regular,False,True,-1,West Texas A&M,Lone Star,ii,21,Eastern New Mexico,Lone Star,ii,24
0,2022,10,regular,False,True,-1,Miami,ACC,fbs,3,Florida State,ACC,fbs,45
0,2022,10,regular,False,True,-1,Utah,Pac-12,fbs,45,Arizona,Pac-12,fbs,20
0,2022,10,regular,False,True,-1,Rutgers,Big Ten,fbs,17,Michigan,Big Ten,fbs,52
0,2022,10,regular,False,False,-1,Louisville,ACC,fbs,34,James Madison,Sun Belt,fbs,10
0,2022,10,regular,False,True,-1,Vanderbilt,SEC,fbs,27,South Carolina,SEC,fbs,38
0,2022,10,regular,False,True,-1,Mississippi State,SEC,fbs,39,Auburn,SEC,fbs,33
0,2022,10,regular,False,False,-1,Notre Dame,FBS Independents,fbs,35,Clemson,ACC,fbs,14
0,2022,10,regular,False,True,-1,George Fox University,Northwest,iii,,Lewis & Clark,Northwest,iii,
0,2022,10,regular,False,True,-1,Tarleton State,Western Athletic,fcs,23,Abilene Christian,Western Athletic,fcs,28
0,2022,10,regular,False,True,-1,Texas A&M-Kingsville,Lone Star,ii,,Midwestern State,Lone Star,ii,
0,2022,10,regular,False,True,-1,Montana,Big Sky,fcs,57,Cal Poly,Big Sky,fcs,0
0,2022,10,regular,False,True,-1,Utah Tech,Western Athletic,fcs,48,Southern Utah,Western Athletic,fcs,36
0,2022,10,regular,False,False,-1,McNeese,Southland,fcs,29,Eastern Illinois,OVC,fcs,15
0,2022,10,regular,False,True,-1,NC State,ACC,fbs,30,Wake Forest,ACC,fbs,21
0,2022,10,regular,False,True,-1,Chapman,So. Cal.,iii,,Cal Lutheran,So. Cal.,iii,
0,2022,10,regular,False,True,-1,Pomona-Pitzer,So. Cal.,iii,,Whittier,So. Cal.,iii,
0,2022,10,regular,False,True,-1,Arizona State,Pac-12,fbs,36,UCLA,Pac-12,fbs,50
0,2022,10,regular,False,True,-1,Fresno State,Mountain West,fbs,55,Hawai'i,Mountain West,fbs,13
0,2022,10,regular,False,True,-1,San José State,Mountain West,fbs,28,Colorado State,Mountain West,fbs,16
0,2022,10,regular,False,True,-1,USC,Pac-12,fbs,41,California,Pac-12,fbs,35
0,2022,11,regular,False,True,-1,Akron,Mid-American,fbs,28,Eastern Michigan,Mid-American,fbs,34
0,2022,11,regular,False,True,-1,Miami (OH),Mid-American,fbs,21,Ohio,Mid-American,fbs,37
0,2022,11,regular,False,True,-1,Toledo,Mid-American,fbs,28,Ball State,Mid-American,fbs,21
0,2022,11,regular,False,True,-1,Bowling Green,Mid-American,fbs,6,Kent State,Mid-American,fbs,40
0,2022,11,regular,False,True,-1,Central Michigan,Mid-American,fbs,31,Buffalo,Mid-American,fbs,27
0,2022,11,regular,False,True,-1,Western Michigan,Mid-American,fbs,21,Northern Illinois,Mid-American,fbs,24
0,2022,11,regular,False,True,-1,Louisiana,Sun Belt,fbs,36,Georgia Southern,Sun Belt,fbs,17
0,2022,11,regular,False,True,-1,Memphis,American Athletic,fbs,26,Tulsa,American Athletic,fbs,10
0,2022,11,regular,False,True,-1,College of New Jersey,New Jersey,iii,,Kean,New Jersey,iii,
0,2022,11,regular,False,False,-1,Rowan,New Jersey,iii,,University of New England,Commonwealth Coast,iii,
0,2022,11,regular,False,True,-1,Cincinnati,American Athletic,fbs,27,East Carolina,American Athletic,fbs,25
0,2022,11,regular,False,True,-1,Portland State,Big Sky,fcs,17,Sacramento State,Big Sky,fcs,45
0,2022,11,regular,False,True,-1,USC,Pac-12,fbs,55,Colorado,Pac-12,fbs,17
0,2022,11,regular,False,True,-1,UNLV,Mountain West,fbs,30,Fresno State,Mountain West,fbs,37
0,2022,11,regular,False,True,-1,Arkansas,SEC,fbs,10,LSU,SEC,fbs,13
0,2022,11,regular,False,True,-1,Albany,CAA,fcs,23,Maine,CAA,fcs,21
0,2022,11,regular,True,False,-1,Ithaca,Liberty League,iii,34,SUNY Cortland,Empire 8,iii,17
0,2022,11,regular,False,True,-1,Brown,Ivy,fcs,24,Columbia,Ivy,fcs,31
0,2022,11,regular,False,True,-1,Virginia,ACC,fbs,7,Pittsburgh,ACC,fbs,37
0,2022,11,regular,True,False,-1,Navy,American Athletic,fbs,32,Notre Dame,FBS Independents,fbs,35
0,2022,11,regular,False,True,-1,Michigan State,Big Ten,fbs,27,Rutgers,Big Ten,fbs,21
0,2022,11,regular,False,True,-1,Ohio State,Big Ten,fbs,56,Indiana,Big Ten,fbs,14
0,2022,11,regular,False,True,-1,West Virginia,Big 12,fbs,23,Oklahoma,Big 12,fbs,20
0,2022,11,regular,False,True,-1,Southern Connecticut State,Northeast 10,ii,,New Haven,Northeast 10,ii,
0,2022,11,regular,False,True,-1,Merchant Marine,NEWMAC,iii,41,Coast Guard,NEWMAC,iii,33
0,2022,11,regular,False,True,-1,Westfield State,MSCAC,iii,,Fitchburg State,MSCAC,iii,
0,2022,11,regular,False,True,-1,Bridgewater State,MSCAC,iii,,Mass Maritime,MSCAC,iii,
0,2022,11,regular,False,True,-1,American International,Northeast 10,ii,,St. Anselm,Northeast 10,ii,
0,2022,11,regular,False,True,-1,Moravian,Centennial,iii,10,Muhlenberg,Centennial,iii,37
0,2022,11,regular,False,True,-1,Johns Hopkins,Centennial,iii,,McDaniel College,Centennial,iii,
0,2022,11,regular,False,True,-1,Plymouth State,MSCAC,iii,,UMass Dartmouth,MSCAC,iii,
0,2022,11,regular,False,True,-1,Rensselaer,Liberty League,iii,23,Union,Liberty League,iii,13
0,2022,11,regular,False,True,-1,Trinity (CT),NESCAC,iii,31,Wesleyan,NESCAC,iii,14
0,2022,11,regular,False,True,-1,SUNY Maritime,ECFC,iii,,Alfred State College,ECFC,iii,
0,2022,11,regular,False,True,-1,Worcester Polytechnic,NEWMAC,iii,,MIT,NEWMAC,iii,
0,2022,11,regular,False,True,-1,Catholic University,NEWMAC,iii,,Springfield,NEWMAC,iii,
0,2022,11,regular,False,False,-1,Limestone,South Atlantic,ii,,Emory & Henry,South Atlantic,ii,
0,2022,11,regular,False,True,-1,Misericordia,Mid Atlantic,iii,,Lycoming,Mid Atlantic,iii,
