,season,week,season_type,neutral_site,conference_game,attendance,home_team,home_conference,home_division,home_points,away_team,away_conference,away_division,away_points
0,2022,1,regular,False,False,-1,Western Kentucky,Conference USA,fbs,38,Austin Peay,Atlantic Sun,fcs,27
0,2022,1,regular,True,True,-1,Northwestern,Big Ten,fbs,31,Nebraska,Big Ten,fbs,28
0,2022,1,regular,True,False,-1,Florida Memorial University,,,39,Edward Waters,SIAC,ii,34
0,2022,1,regular,True,False,-1,Jacksonville State,Atlantic Sun,fcs,42,Stephen F. Austin,Western Athletic,fcs,17
0,2022,1,regular,False,False,-1,UNLV,Mountain West,fbs,52,Idaho State,Big Sky,fcs,21
0,2022,1,regular,False,False,-1,Illinois,Big Ten,fbs,38,Wyoming,Mountain West,fbs,6
0,2022,1,regular,False,False,-1,Utah State,Mountain West,fbs,31,Connecticut,FBS Independents,fbs,20
0,2022,1,regular,False,False,-1,Florida State,ACC,fbs,47,Duquesne,NEC,fcs,7
0,2022,1,regular,True,False,-1,Alabama State,SWAC,fcs,23,Howard,MEAC,fcs,13
0,2022,1,regular,False,False,-1,Mercer,Southern,fcs,63,Morehead State,Pioneer,fcs,13
0,2022,1,regular,False,True,-1,Florida Atlantic,Conference USA,fbs,43,Charlotte,Conference USA,fbs,13
0,2022,1,regular,False,False,-1,North Carolina,ACC,fbs,56,Florida A&M,SWAC,fcs,24
0,2022,1,regular,False,True,-1,UTEP,Conference USA,fbs,13,North Texas,Conference USA,fbs,31
0,2022,1,regular,False,False,-1,New Mexico State,FBS Independents,fbs,12,Nevada,Mountain West,fbs,23
0,2022,1,regular,False,False,-1,Hawai'i,Mountain West,fbs,10,Vanderbilt,SEC,fbs,63
0,2022,1,regular,False,False,-1,New Mexico Highlands,Rocky Mountain,ii,18,Eastern New Mexico,Lone Star,ii,34
0,2022,1,regular,False,False,-1,Southern Connecticut State,Northeast 10,ii,7,Shepherd,Pennsylvania State Athletic,ii,48
0,2022,1,regular,False,False,-1,Bluefield,Independent DII,ii,35,Johnson C Smith,CIAA,ii,34
0,2022,1,regular,False,False,-1,Akron,Mid-American,fbs,30,St Francis (PA),NEC,fcs,23
0,2022,1,regular,False,False,-1,Clarion,Pennsylvania State Athletic,ii,14,West Liberty,Mountain East,ii,21
0,2022,1,regular,False,False,-1,Chowan,CIAA,ii,3,Barton College,South Atlantic,ii,17
0,2022,1,regular,False,False,-1,Saginaw Valley,GLIAC,ii,72,WV Wesleyan,Mountain East,ii,0
0,2022,1,regular,False,False,-1,Ashland,Great Midwest Athletic,ii,31,Notre Dame College,Mountain East,ii,14
0,2022,1,regular,False,False,-1,Michigan Tech,GLIAC,ii,23,Wisconsin-Platteville,Wisconsin,iii,13
0,2022,1,regular,False,False,-1,Tusculum,South Atlantic,ii,70,St. Augustine's,CIAA,ii,13
0,2022,1,regular,False,False,-1,Indiana State,MVFC,fcs,17,North Alabama,Atlantic Sun,fcs,14
0,2022,1,regular,False,False,-1,Wagner,NEC,fcs,31,Fordham,Patriot,fcs,48
0,2022,1,regular,False,False,-1,Campbell,Big South,fcs,29,The Citadel,Southern,fcs,10
0,2022,1,regular,False,False,-1,California (PA),Pennsylvania State Athletic,ii,35,Fairmont State,Mountain East,ii,15
0,2022,1,regular,False,False,-1,Quincy,Great Lakes,ii,15,Glenville State,Mountain East,ii,44
0,2022,1,regular,False,False,-1,Missouri S&T,Great Lakes,ii,20,South Dakota Mines,Rocky Mountain,ii,43
0,2022,1,regular,False,False,-1,Northern Michigan,GLIAC,ii,24,McKendree,Great Lakes,ii,31
0,2022,1,regular,False,True,-1,Southern Nazarene,Great American,ii,26,Arkansas-Monticello,Great American,ii,40
0,2022,1,regular,False,True,-1,Southern Arkansas,Great American,ii,62,Northwestern Oklahoma State,Great American,ii,31
0,2022,1,regular,False,True,-1,Southeastern Oklahoma,Great American,ii,41,Arkansas Tech,Great American,ii,34
0,2022,1,regular,False,True,-1,Oklahoma Baptist,Great American,ii,32,Ouachita Baptist,Great American,ii,42
0,2022,1,regular,False,True,-1,East Central,Great American,ii,12,Harding,Great American,ii,29
0,2022,1,regular,False,True,-1,Washburn,Mid America,ii,45,Lincoln (MO),Mid America,ii,3
0,2022,1,regular,False,False,-1,Frostburg State,Mountain East,ii,21,American International,Northeast 10,ii,7
0,2022,1,regular,False,False,-1,Valdosta State,Gulf South,ii,36,Keiser University,,,21
0,2022,1,regular,False,False,-1,UCF,American Athletic,fbs,56,South Carolina State,MEAC,fcs,10
0,2022,1,regular,False,False,-1,St. Anselm,Northeast 10,ii,28,Millersville,Pennsylvania State Athletic,ii,10
0,2022,1,regular,False,False,-1,Wheeling Jesuit,Mountain East,ii,25,Seton Hill College,Pennsylvania State Athletic,ii,11
0,2022,1,regular,False,False,-1,Grand Valley State,GLIAC,ii,25,Colorado Mines,Rocky Mountain,ii,22
0,2022,1,regular,False,False,-1,UVA-Wise,South Atlantic,ii,41,Ferrum,Old Dominion,iii,9
0,2022,1,regular,False,True,-1,New Hampshire,CAA,fcs,31,Monmouth,CAA,fcs,21
0,2022,1,regular,False,True,-1,Bemidji State,Northern Sun,ii,34,Minnesota State,Northern Sun,ii,37
0,2022,1,regular,False,True,-1,Minnesota-Duluth,Northern Sun,ii,31,Southwest Minnesota State,Northern Sun,ii,21
0,2022,1,regular,False,False,-1,Tennessee,SEC,fbs,59,Ball State,Mid-American,fbs,10
0,2022,1,regular,False,False,-1,Gannon,Pennsylvania State Athletic,ii,47,Charleston (WV),Mountain East,ii,13
0,2022,1,regular,False,False,-1,Oklahoma State,Big 12,fbs,58,Central Michigan,Mid-American,fbs,44
0,2022,1,regular,False,True,-1,Northern State,Northern Sun,ii,30,Upper Iowa,Northern Sun,ii,0
0,2022,1,regular,False,False,-1,Pittsburgh,ACC,fbs,38,West Virginia,Big 12,fbs,31
0,2022,1,regular,False,False,-1,Pace,Northeast 10,ii,31,East Stroudsburg,Pennsylvania State Athletic,ii,16
0,2022,1,regular,False,False,-1,Toledo,Mid-American,fbs,37,Long Island University,NEC,fcs,0
0,2022,1,regular,False,False,-1,Furman,Southern,fcs,52,North Greenville,Gulf South,ii,0
0,2022,1,regular,False,False,-1,Gardner-Webb,Big South,fcs,56,Limestone,South Atlantic,ii,21
0,2022,1,regular,False,False,-1,Florida International,Conference USA,fbs,38,Bryant,Big South,fcs,37
0,2022,1,regular,False,True,-1,Minnesota St-Moorhead,Northern Sun,ii,14,Sioux Falls,Northern Sun,ii,27
0,2022,1,regular,False,False,-1,Virginia Union,CIAA,ii,77,Virginia Lynchburg,,,0
0,2022,1,regular,False,False,-1,Trine,Michigan,iii,38,Anderson (IN),Heartland,iii,0
0,2022,1,regular,False,False,-1,Millsaps,Southern Athletic,iii,21,Belhaven College,USA South,iii,49
0,2022,1,regular,False,True,-1,Stony Brook,CAA,fcs,14,Rhode Island,CAA,fcs,35
0,2022,1,regular,False,False,-1,Lakeland University,NACC,iii,20,Illinois College,Midwest,iii,38
0,2022,1,regular,False,False,-1,Samford,Southern,fcs,27,Kennesaw State,Atlantic Sun,fcs,17
0,2022,1,regular,False,False,-1,East Tennessee State,Southern,fcs,44,Mars Hill,South Atlantic,ii,7
0,2022,1,regular,False,False,-1,Wake Forest,ACC,fbs,44,VMI,Southern,fcs,10
0,2022,1,regular,False,True,-1,Concordia-St. Paul,Northern Sun,ii,14,Augustana (SD),Northern Sun,ii,28
0,2022,1,regular,False,False,-1,Ferris State,GLIAC,ii,36,Central Washington,Lone Star,ii,20
0,2022,1,regular,False,False,-1,UT Martin,OVC,fcs,42,Western Illinois,MVFC,fcs,25
0,2022,1,regular,False,True,-1,Pittsburg State,Mid America,ii,21,Central Missouri State,Mid America,ii,10
0,2022,1,regular,False,False,-1,UAB,Conference USA,fbs,59,Alabama A&M,SWAC,fcs,0
0,2022,1,regular,False,False,-1,Missouri,SEC,fbs,52,Louisiana Tech,Conference USA,fbs,24
0,2022,1,regular,False,False,-1,Texas A&M-Commerce,Southland,fcs,52,Lincoln University (CA),,,7
0,2022,1,regular,False,False,-1,William Jewell College,Great Lakes,ii,14,Colorado Mesa,Rocky Mountain,ii,37
0,2022,1,regular,False,True,-1,Emporia State,Mid America,ii,42,Northeastern State,Mid America,ii,17
0,2022,1,regular,False,True,-1,Missouri Western,Mid America,ii,35,Central Oklahoma,Mid America,ii,0
0,2022,1,regular,False,True,-1,Missouri Southern State,Mid America,ii,7,Nebraska-Kearney,Mid America,ii,24
0,2022,1,regular,False,False,-1,Central Arkansas,Atlantic Sun,fcs,14,Missouri State,MVFC,fcs,27
0,2022,1,regular,False,False,-1,Southern Utah,Western Athletic,fcs,44,St. Thomas (MN),Pioneer,fcs,13
0,2022,1,regular,False,True,-1,Purdue,Big Ten,fbs,31,Penn State,Big Ten,fbs,35
0,2022,1,regular,False,False,-1,Weber State,Big Sky,fcs,41,Western Oregon,Lone Star,ii,5
0,2022,1,regular,False,False,-1,Tarleton State,Western Athletic,fcs,29,Mississippi Valley State,SWAC,fcs,13
0,2022,1,regular,False,True,-1,Henderson State,Great American,ii,30,Southwestern Oklahoma,Great American,ii,13
0,2022,1,regular,False,True,-1,Northwest Missouri State,Mid America,ii,33,Fort Hays State,Mid America,ii,19
0,2022,1,regular,False,True,-1,Abilene Christian,Western Athletic,fcs,28,Lamar,Southland,fcs,14
0,2022,1,regular,False,False,-1,Angelo State,Lone Star,ii,35,Chadron State,Rocky Mountain,ii,0
0,2022,1,regular,True,False,-1,Dickinson State,,,2,Black Hills State,Rocky Mountain,ii,17
0,2022,1,regular,False,False,-1,Northern Illinois,Mid-American,fbs,34,Eastern Illinois,OVC,fcs,27
0,2022,1,regular,False,False,-1,Minnesota,Big Ten,fbs,38,New Mexico State,FBS Independents,fbs,0
0,2022,1,regular,False,False,-1,Arizona State,Pac-12,fbs,40,Northern Arizona,Big Sky,fcs,3
0,2022,1,regular,False,False,-1,Fresno State,Mountain West,fbs,35,Cal Poly,Big Sky,fcs,7
0,2022,1,regular,False,False,-1,San José State,Mountain West,fbs,21,Portland State,Big Sky,fcs,17
0,2022,1,regular,False,False,-1,Salisbury,New Jersey,iii,49,Albright,Mid Atlantic,iii,0
0,2022,1,regular,False,False,-1,Villanova,CAA,fcs,45,Lehigh,Patriot,fcs,17
0,2022,1,regular,False,False,-1,West Chester,Pennsylvania State Athletic,ii,17,Bentley,Northeast 10,ii,16
0,2022,1,regular,False,False,-1,Curry,Commonwealth Coast,iii,20,MIT,NEWMAC,iii,34
0,2022,1,regular,False,False,-1,Charlotte,Conference USA,fbs,24,William & Mary,CAA,fcs,41
0,2022,1,regular,False,False,-1,Worcester State College,MSCAC,iii,21,Worcester Polytechnic,NEWMAC,iii,58
0,2022,1,regular,False,False,-1,Carnegie Mellon,Presidents',iii,35,Whitworth,Northwest,iii,17
0,2022,1,regular,False,False,-1,Westfield State,MSCAC,iii,29,Nichols,Commonwealth Coast,iii,30
0,2022,1,regular,False,False,-1,Merrimack,NEC,fcs,17,Holy Cross,Patriot,fcs,31
0,2022,1,regular,False,False,-1,Springfield,NEWMAC,iii,42,Western New England,Commonwealth Coast,iii,14
0,2022,1,regular,False,False,-1,Franklin & Marshall,Centennial,iii,26,Lebanon Valley,Mid Atlantic,iii,7
0,2022,1,regular,False,False,-1,Alvernia University,Mid Atlantic,iii,27,Ursinus,Centennial,iii,59
0,2022,1,regular,False,False,-1,Merchant Marine,NEWMAC,iii,7,FDU-Florham,Mid Atlantic,iii,17
0,2022,1,regular,False,False,-1,Michigan State,Big Ten,fbs,35,Western Michigan,Mid-American,fbs,13
0,2022,1,regular,False,False,-1,Fitchburg State,MSCAC,iii,33,Dean College,ECFC,iii,28
0,2022,1,regular,False,False,-1,Hobart,Liberty League,iii,36,Alfred,Empire 8,iii,6
0,2022,1,regular,False,False,-1,Old Dominion,Sun Belt,fbs,20,Virginia Tech,ACC,fbs,17
0,2022,1,regular,False,False,-1,Eastern Michigan,Mid-American,fbs,42,Eastern Kentucky,Atlantic Sun,fcs,34
0,2022,1,regular,False,False,-1,Duke,ACC,fbs,30,Temple,American Athletic,fbs,0
0,2022,1,regular,False,True,-1,Indiana,Big Ten,fbs,23,Illinois,Big Ten,fbs,20
0,2022,1,regular,False,False,-1,Kansas,Big 12,fbs,56,Tennessee Tech,OVC,fcs,10
0,2022,1,regular,False,False,-1,Colorado,Pac-12,fbs,13,TCU,Big 12,fbs,38
0,2022,1,regular,False,False,-1,East Carolina,American Athletic,fbs,20,NC State,ACC,fbs,21
0,2022,1,regular,False,False,-1,Navy,American Athletic,fbs,7,Delaware,CAA,fcs,14
0,2022,1,regular,False,False,-1,Charleston Southern,Big South,fcs,38,Western Carolina,Southern,fcs,52
0,2022,1,regular,False,False,-1,Greensboro,USA South,iii,48,Guilford,Old Dominion,iii,37
0,2022,1,regular,False,False,-1,Delaware Valley,Mid Atlantic,iii,22,Westminster PA,Presidents',iii,8
0,2022,1,regular,False,False,-1,Morrisville State,Empire 8,iii,10,Kean,New Jersey,iii,0
0,2022,1,regular,False,False,-1,Plymouth State,MSCAC,iii,20,Castleton State College,ECFC,iii,7
0,2022,1,regular,False,False,-1,Albion,Michigan,iii,52,Carthage,CCIW,iii,0
0,2022,1,regular,False,False,-1,Case Western Reserve,Presidents',iii,14,Johns Hopkins,Centennial,iii,54
0,2022,1,regular,False,False,-1,Assumption,Northeast 10,ii,3,Kutztown,Pennsylvania State Athletic,ii,0
0,2022,1,regular,False,False,-1,Marietta,Ohio,iii,14,Dubuque,American Rivers,iii,13
0,2022,1,regular,False,False,-1,UMass Dartmouth,MSCAC,iii,35,Husson,Commonwealth Coast,iii,14
0,2022,1,regular,False,False,-1,Appalachian State,Sun Belt,fbs,61,North Carolina,ACC,fbs,63
0,2022,1,regular,False,False,-1,Marist,Pioneer,fcs,12,Georgetown,Patriot,fcs,43
0,2022,1,regular,False,False,-1,Michigan,Big Ten,fbs,51,Colorado State,Mountain West,fbs,7
0,2022,1,regular,False,False,-1,Connecticut,FBS Independents,fbs,28,Central Connecticut,NEC,fcs,3
0,2022,1,regular,False,False,-1,Iowa,Big Ten,fbs,7,South Dakota State,MVFC,fcs,3
0,2022,1,regular,False,False,-1,Texas A&M,SEC,fbs,31,Sam Houston State,Western Athletic,fcs,0
0,2022,1,regular,False,False,-1,Boston College,ACC,fbs,21,Rutgers,Big Ten,fbs,22
0,2022,1,regular,False,False,-1,Maryland,Big Ten,fbs,31,Buffalo,Mid-American,fbs,10
0,2022,1,regular,False,True,-1,Ohio Dominican,Great Midwest Athletic,ii,28,Findlay,Great Midwest Athletic,ii,14
0,2022,1,regular,False,False,-1,Robert Morris,Big South,fcs,20,Dayton,Pioneer,fcs,22
0,2022,1,regular,False,False,-1,Southwestern University,American Southwest,iii,7,Cal Lutheran,So. Cal.,iii,37
0,2022,1,regular,True,False,-1,Wayland Baptist,,,14,Hardin-Simmons,American Southwest,iii,79
0,2022,1,regular,False,False,-1,Ohio Wesleyan,North Coast,iii,13,Otterbein,Ohio,iii,21
0,2022,1,regular,False,False,-1,Bridgewater State,MSCAC,iii,14,Ithaca,Liberty League,iii,51
0,2022,1,regular,False,False,-1,Allegheny,Presidents',iii,27,Union,Liberty League,iii,42
0,2022,1,regular,False,False,-1,College of New Jersey,New Jersey,iii,31,Moravian,Centennial,iii,13
0,2022,1,regular,False,False,-1,Brockport State (NY),Empire 8,iii,27,Framingham State,MSCAC,iii,7
0,2022,1,regular,False,False,-1,Salve Regina,Commonwealth Coast,iii,7,Norwich,NEWMAC,iii,0
0,2022,1,regular,False,False,-1,SUNY Cortland,Empire 8,iii,48,Wittenberg,North Coast,iii,28
0,2022,1,regular,False,False,-1,Virginia,ACC,fbs,34,Richmond,CAA,fcs,17
0,2022,1,regular,False,False,-1,Lafayette,Patriot,fcs,6,Sacred Heart,NEC,fcs,0
0,2022,1,regular,False,False,-1,Northwood (MI),Great Midwest Athletic,ii,55,Kentucky Wesleyan,Great Midwest Athletic,ii,13
0,2022,1,regular,False,False,-1,Bethany (WV),Presidents',iii,26,Hiram,North Coast,iii,16
0,2022,1,regular,False,False,-1,Keystone,ECFC,iii,21,Wilkes,Mid Atlantic,iii,48
0,2022,1,regular,False,False,-1,Bowie State,CIAA,ii,27,New Haven,Northeast 10,ii,20
0,2022,1,regular,False,False,-1,Emory & Henry,South Atlantic,ii,20,Concord,Mountain East,ii,27
0,2022,1,regular,False,False,-1,Rockford,NACC,iii,41,Beloit College,Midwest,iii,14
0,2022,1,regular,False,False,-1,Ripon,Midwest,iii,13,St. Norbert,NACC,iii,10
0,2022,1,regular,False,False,-1,Ohio Northern,Ohio,iii,13,Alma College,Michigan,iii,16
0,2022,1,regular,False,False,-1,Rensselaer,Liberty League,iii,14,Dickinson,Centennial,iii,7
0,2022,1,regular,True,False,-1,Franklin Pierce,Northeast 10,ii,7,Edinboro,Pennsylvania State Athletic,ii,10
0,2022,1,regular,False,False,-1,Lycoming,Mid Atlantic,iii,16,Susquehanna,Centennial,iii,45
0,2022,1,regular,False,False,-1,Kalamazoo,Michigan,iii,21,Oberlin,North Coast,iii,14
0,2022,1,regular,False,False,-1,Butler,Pioneer,fcs,31,St. Thomas University (Fl),,,26
0,2022,1,regular,False,False,-1,Hartwick,Empire 8,iii,31,SUNY Maritime,ECFC,iii,10
0,2022,1,regular,False,False,-1,Truman State,Great Lakes,ii,19,Davenport,GLIAC,ii,20
0,2022,1,regular,False,False,-1,Erskine,South Atlantic,ii,49,UFTL,,,2
0,2022,1,regular,True,False,-1,Post University,Independent DII,ii,34,Lock Haven,Pennsylvania State Athletic,ii,35
0,2022,1,regular,False,False,-1,Methodist,USA South,iii,10,Shenandoah,Old Dominion,iii,27
0,2022,1,regular,False,False,-1,Gallaudet,ECFC,iii,14,Waynesburg,Presidents',iii,52
0,2022,1,regular,False,False,-1,St. Vincent,Presidents',iii,21,Stevenson,Mid Atlantic,iii,25
0,2022,1,regular,False,False,-1,Air Force,Mountain West,fbs,48,Northern Iowa,MVFC,fcs,17
0,2022,1,regular,False,False,-1,Kentucky State,SIAC,ii,10,Delta State,Gulf South,ii,33
0,2022,1,regular,False,False,-1,Grove City College,Presidents',iii,63,Juniata,Centennial,iii,6
0,2022,1,regular,False,False,-1,Brevard College,USA South,iii,6,Shorter,Gulf South,ii,45
0,2022,1,regular,False,False,-1,WV State,Mountain East,ii,29,Shippensburg,Pennsylvania State Athletic,ii,6
0,2022,1,regular,False,False,-1,William Paterson,New Jersey,iii,28,Western Connecticut State,MSCAC,iii,7
0,2022,1,regular,False,False,-1,Sewanee Univ. of the South,Southern Athletic,iii,50,St. Scholastica,Minnesota,iii,0
0,2022,1,regular,False,False,-1,Coe,American Rivers,iii,56,Cornell College (IA),Midwest,iii,7
0,2022,1,regular,False,False,-1,Wabash College,North Coast,iii,52,Hampden-Sydney,Old Dominion,iii,48
0,2022,1,regular,False,False,-1,St Lawrence,Liberty League,iii,0,Endicott College,Commonwealth Coast,iii,27
0,2022,1,regular,False,False,-1,Alfred State College,ECFC,iii,17,Misericordia,Mid Atlantic,iii,14
0,2022,1,regular,False,False,-1,Montclair State,New Jersey,iii,27,Thiel College,Presidents',iii,6
0,2022,1,regular,False,False,-1,McDaniel College,Centennial,iii,27,Catholic University,NEWMAC,iii,37
0,2022,1,regular,False,False,-1,Augustana (IL),CCIW,iii,34,Rhodes,Southern Athletic,iii,28
0,2022,1,regular,False,False,-1,Widener,Mid Atlantic,iii,20,Rowan,New Jersey,iii,42
0,2022,1,regular,False,False,-1,Gettysburg,Centennial,iii,14,Bridgewater (VA),Old Dominion,iii,29
0,2022,1,regular,False,False,-1,St. John Fisher,Empire 8,iii,62,Buffalo State,Liberty League,iii,21
0,2022,1,regular,False,False,-1,Luther,American Rivers,iii,6,Presentation College,,,29
0,2022,1,regular,False,False,-1,DePauw,North Coast,iii,17,Rose-Hulman,Heartland,iii,14
0,2022,1,regular,False,False,-1,Hope,Michigan,iii,38,Aurora,NACC,iii,34
0,2022,1,regular,False,False,-1,Kenyon,North Coast,iii,33,Bluffton,Heartland,iii,26
0,2022,1,regular,False,False,-1,Washington & Jefferson,Presidents',iii,35,John Carroll,Ohio,iii,26
0,2022,1,regular,False,False,-1,Coast Guard,NEWMAC,iii,10,University of New England,Commonwealth Coast,iii,17
0,2022,1,regular,False,False,-1,Mount St. Joseph,Heartland,iii,31,Baldwin-Wallace,Ohio,iii,28
0,2022,1,regular,False,False,-1,Mount Union,Ohio,iii,65,Defiance,Heartland,iii,0
0,2022,1,regular,False,False,-1,Bloomsburg,Pennsylvania State Athletic,ii,30,Stonehill,NEC,fcs,33
0,2022,1,regular,False,False,-1,Jacksonville State,Atlantic Sun,fcs,35,Davidson,Pioneer,fcs,17
0,2022,1,regular,False,False,-1,Bethel (MN),Minnesota,iii,41,Pacific Lutheran,Northwest,iii,9
0,2022,1,regular,False,False,-1,Concordia (IL),NACC,iii,14,Chicago,Midwest,iii,34
0,2022,1,regular,True,False,-1,McMurry,American Southwest,iii,9,Birmingham-Southern,Southern Athletic,iii,26
0,2022,1,regular,False,False,-1,Youngstown State,MVFC,fcs,31,Duquesne,NEC,fcs,14
0,2022,1,regular,False,False,-1,Delaware State,MEAC,fcs,34,Lincoln (PA),CIAA,ii,0
0,2022,1,regular,False,False,-1,Eureka College,NACC,iii,6,Nebraska Wesleyan University,American Rivers,iii,31
0,2022,1,regular,False,False,-1,Lake Forest,Midwest,iii,42,Wisconsin Lutheran,NACC,iii,7
0,2022,1,regular,False,True,-1,Minot State,Northern Sun,ii,10,Winona State,Northern Sun,ii,24
0,2022,1,regular,False,False,-1,Iowa State,Big 12,fbs,42,Southeast Missouri State,OVC,fcs,10
0,2022,1,regular,False,False,-1,Hendrix College,Southern Athletic,iii,20,Austin College,American Southwest,iii,0
0,2022,1,regular,False,True,-1,Walsh,Great Midwest Athletic,ii,0,Tiffin,Great Midwest Athletic,ii,42
0,2022,1,regular,False,False,-1,Knox College,Midwest,iii,26,Westminster,Upper Midwest,iii,0
0,2022,1,regular,False,False,-1,St. Johns (MN),Minnesota,iii,24,UW-Whitewater,Wisconsin,iii,10
0,2022,1,regular,False,False,-1,UW-Oshkosh,Wisconsin,iii,52,East Texas Baptist,American Southwest,iii,13
0,2022,1,regular,False,False,-1,Central,American Rivers,iii,44,St. Olaf College,Minnesota,iii,13
0,2022,1,regular,False,False,-1,Martin Luther College,Upper Midwest,iii,14,Concordia (WI),NACC,iii,35
0,2022,1,regular,False,False,-1,Wisconsin-Eau Claire,Wisconsin,iii,30,Loras College,American Rivers,iii,27
0,2022,1,regular,False,True,-1,Texas Lutheran,American Southwest,iii,45,Howard Payne,American Southwest,iii,59
0,2022,1,regular,False,False,-1,Olivet College,Michigan,iii,35,Franklin,Heartland,iii,31
0,2022,1,regular,False,False,-1,Elmhurst,CCIW,iii,0,UW-River Falls,Wisconsin,iii,63
0,2022,1,regular,False,False,-1,Millikin,CCIW,iii,28,Greenville,Upper Midwest,iii,14
0,2022,1,regular,False,False,-1,Maryville TN,USA South,iii,24,Berry College,Southern Athletic,iii,31
0,2022,1,regular,False,False,-1,UCLA,Pac-12,fbs,45,Bowling Green,Mid-American,fbs,17
0,2022,1,regular,False,False,-1,Willamette,Northwest,iii,21,Pomona-Pitzer,So. Cal.,iii,44
0,2022,1,regular,False,True,-1,Lake Erie College,Great Midwest Athletic,ii,31,Hillsdale,Great Midwest Athletic,ii,35
0,2022,1,regular,False,False,-1,Montana,Big Sky,fcs,47,Northwestern State,Southland,fcs,0
0,2022,1,regular,False,False,-1,UT San Antonio,Conference USA,fbs,35,Houston,American Athletic,fbs,37
0,2022,1,regular,True,False,-1,Georgia,SEC,fbs,49,Oregon,Pac-12,fbs,3
0,2022,1,regular,False,False,-1,Marshall,Sun Belt,fbs,55,Norfolk State,MEAC,fcs,3
0,2022,1,regular,False,False,-1,Nebraska,Big Ten,fbs,38,North Dakota,MVFC,fcs,17
0,2022,1,regular,False,False,-1,Oklahoma,Big 12,fbs,45,UTEP,Conference USA,fbs,13
0,2022,1,regular,False,False,-1,San Diego State,Mountain West,fbs,20,Arizona,Pac-12,fbs,38
0,2022,1,regular,False,False,-1,Wyoming,Mountain West,fbs,40,Tulsa,American Athletic,fbs,37
0,2022,1,regular,False,False,-1,Arkansas,SEC,fbs,31,Cincinnati,American Athletic,fbs,24
0,2022,1,regular,False,False,-1,Miami,ACC,fbs,70,Bethune-Cookman,SWAC,fcs,13
0,2022,1,regular,False,False,-1,North Dakota State,MVFC,fcs,56,Drake,Pioneer,fcs,14
0,2022,1,regular,False,False,-1,Eastern Washington,Big Sky,fcs,36,Tennessee State,OVC,fcs,29
0,2022,1,regular,False,False,-1,Shaw,CIAA,ii,7,Wingate,South Atlantic,ii,21
0,2022,1,regular,False,False,-1,Ole Miss,SEC,fbs,28,Troy,Sun Belt,fbs,10
0,2022,1,regular,False,True,-1,Lewis & Clark,Northwest,iii,41,Puget Sound,Northwest,iii,15
0,2022,1,regular,False,False,-1,California,Pac-12,fbs,34,UC Davis,Big Sky,fcs,13
0,2022,1,regular,False,False,-1,South Florida,American Athletic,fbs,21,BYU,FBS Independents,fbs,50
0,2022,1,regular,False,True,-1,Edward Waters,SIAC,ii,34,Clark Atlanta,SIAC,ii,39
0,2022,1,regular,False,False,-1,Northern Colorado,Big Sky,fcs,34,Houston Christian,Southland,fcs,46
0,2022,1,regular,False,False,-1,Wisconsin-La Crosse,Wisconsin,iii,42,Dakota State,,,7
0,2022,1,regular,False,False,-1,South Alabama,Sun Belt,fbs,48,Nicholls,Southland,fcs,7
0,2022,1,regular,False,False,-1,Nevada,Mountain West,fbs,38,Texas State,Sun Belt,fbs,14
0,2022,1,regular,False,True,-1,Chattanooga,Southern,fcs,31,Wofford,Southern,fcs,0
0,2022,1,regular,False,False,-1,James Madison,Sun Belt,fbs,44,Middle Tennessee,Conference USA,fbs,7
0,2022,1,regular,False,False,-1,Ohio,Mid-American,fbs,41,Florida Atlantic,Conference USA,fbs,38
0,2022,1,regular,False,False,-1,Georgia Southern,Sun Belt,fbs,59,Morgan State,MEAC,fcs,7
0,2022,1,regular,False,False,-1,Randolph-Macon,Old Dominion,iii,49,NC Wesleyan,USA South,iii,7
0,2022,1,regular,False,False,-1,Buena Vista,American Rivers,iii,20,Gustavus Adolphus,Minnesota,iii,62
0,2022,1,regular,False,False,-1,Stetson,Pioneer,fcs,24,Concordia College (MI),,,14
0,2022,1,regular,False,False,-1,USC,Pac-12,fbs,66,Rice,Conference USA,fbs,14
0,2022,1,regular,False,False,-1,Hampton,CAA,fcs,31,Howard,MEAC,fcs,28
0,2022,1,regular,False,False,-1,Lenoir-Rhyne,South Atlantic,ii,38,Virginia State,CIAA,ii,19
0,2022,1,regular,True,False,-1,Finlandia University,Upper Midwest,iii,7,Benedictine (IL),NACC,iii,52
0,2022,1,regular,False,False,-1,Morehouse,SIAC,ii,16,West Alabama,Gulf South,ii,24
0,2022,1,regular,False,False,-1,Slippery Rock,Pennsylvania State Athletic,ii,42,Wayne State (MI),GLIAC,ii,10
0,2022,1,regular,False,False,-1,West Georgia,Gulf South,ii,38,Carson-Newman,South Atlantic,ii,7
0,2022,1,regular,False,False,-1,Alderson-Broaddus,Mountain East,ii,28,Mercyhurst,Pennsylvania State Athletic,ii,45
0,2022,1,regular,False,False,-1,Livingstone,CIAA,ii,19,Catawba,South Atlantic,ii,44
0,2022,1,regular,False,False,-1,Bucknell,Patriot,fcs,13,Towson,CAA,fcs,14
0,2022,1,regular,False,False,-1,Benedict College,SIAC,ii,52,Elizabeth City State,CIAA,ii,14
0,2022,1,regular,False,False,-1,Indianapolis,Great Lakes,ii,57,St. Xavier (IL),,,0
0,2022,1,regular,False,False,-1,Washington & Lee,Old Dominion,iii,3,Christopher Newport,New Jersey,iii,9
