,team,opp,target,spread,team_label,opp_label,home_win_pct_week_minus_one,away_win_pct_week_minus_one,win_pct_week_minus_one,spread_week_minus_one,team_conf_label_week_minus_one,team_conf_week_minus_one,opp_conf_week_minus_one,away_conf_label_week_minus_one,opp_home_win_pct_week_minus_one,opp_away_win_pct_week_minus_one,opp_home_win_pct_one,home_wins_week_minus_one,away_wins_week_minus_one,points_against_week_minus_one,points_for_week_minus_one,total_wins_week_minus_one,total_week_minus_one,home_points_week_minus_one,away_points_week_minus_one,home_win_week_minus_one,away_win_week_minus_one,home_win_pct_week_minus_two,away_win_pct_week_minus_two,win_pct_week_minus_two,spread_week_minus_two,team_conf_label_week_minus_two,team_conf_week_minus_two,opp_conf_week_minus_two,away_conf_label_week_minus_two,opp_home_win_pct_week_minus_two,opp_away_win_pct_week_minus_two,opp_home_win_pct_two,home_wins_week_minus_two,away_wins_week_minus_two,points_against_week_minus_two,points_for_week_minus_two,total_wins_week_minus_two,total_week_minus_two,home_points_week_minus_two,away_points_week_minus_two,home_win_week_minus_two,away_win_week_minus_two,home_win_pct_week_minus_three,away_win_pct_week_minus_three,win_pct_week_minus_three,spread_week_minus_three,team_conf_label_week_minus_three,team_conf_week_minus_three,opp_conf_week_minus_three,away_conf_label_week_minus_three,opp_home_win_pct_week_minus_three,opp_away_win_pct_week_minus_three,opp_home_win_pct_three,home_win_pct_week_minus_four,away_win_pct_week_minus_four,win_pct_week_minus_four,spread_week_minus_four,team_conf_label_week_minus_four,team_conf_week_minus_four,opp_conf_week_minus_four,away_conf_label_week_minus_four,opp_home_win_pct_week_minus_four,opp_away_win_pct_week_minus_four,opp_home_win_pct_four,home_wins_week_minus_four,away_wins_week_minus_four,points_against_week_minus_four,points_for_week_minus_four,total_wins_week_minus_four,total_week_minus_four,home_points_week_minus_four,away_points_week_minus_four,home_win_week_minus_four,away_win_week_minus_four,home_win_pct_week_minus_five,away_win_pct_week_minus_five,win_pct_week_minus_five,spread_week_minus_five,team_conf_label_week_minus_five,team_conf_week_minus_five,opp_conf_week_minus_five,away_conf_label_week_minus_five,home_wins_week_minus_five,away_wins_week_minus_five,points_against_week_minus_five,points_for_week_minus_five,total_wins_week_minus_five,total_week_minus_five,home_points_week_minus_five,away_points_week_minus_five,home_win_week_minus_five,away_win_week_minus_five,opp_home_win_pct_week_minus_five,opp_away_win_pct_week_minus_five,opp_home_win_pct_five
197,Princeton,Cornell,1,26.0,644,640,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,16.0,70,Ivy,Ivy,70,0.0,0.0,0.0,1,3.0,39.0,115.0,4,4.0,35.0,19.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
198,Quincy,Truman State,0,-27.0,55,188,0.0,0.0,0.0,0.0,0,,,0,0.25,0.0,0.14285714285714285,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.5,0.4,37.0,32,Great Lakes,Great Midwest Athletic,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.6666666666666666,-20.0,32,Great Lakes,Great Midwest Athletic,18,1,1.0,71.0,96.0,2,3.0,14.0,34.0,0,1,0.0,0.0,0.0
199,Redlands,Pomona-Pitzer,1,3.0,656,531,0.0,0.2,0.16666666666666666,17.0,69,So. Cal.,So. Cal.,69,0.3333333333333333,0.75,0.5714285714285714,0,1.0,157.0,138.0,1,6.0,36.0,19.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
200,Rhodes,Sewanee Univ. of the South,1,27.0,636,179,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,-45.0,26,Southern Athletic,Southern Athletic,26,0.3333333333333333,0.0,0.2,1,1.0,102.0,114.0,2,5.0,0.0,45.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,-14.0,26,Southern Athletic,Southern Athletic,26,0.0,0.0,0.0,1,1.0,47.0,107.0,2,3.0,7.0,21.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
201,Rice,Charlotte,0,-33.0,515,99,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.0,0.5,4.0,1,Conference USA,Conference USA,1,0.0,0.0,0.0,2,0.0,131.0,126.0,2,4.0,28.0,24.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.3333333333333333
202,Ripon,Beloit College,1,41.0,160,417,1.0,1.0,1.0,3.0,59,Midwest,Midwest,59,0.0,0.0,0.0,3,3.0,71.0,190.0,6,6.0,19.0,16.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,1.0,0.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,50.0,59,Midwest,Midwest,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,1.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
203,Rochester,St Lawrence,0,-4.0,548,152,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,6.0,46,Liberty League,Liberty League,46,1.0,1.0,1.0,0,1.0,170.0,74.0,1,5.0,12.0,6.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,-28.0,46,Liberty League,Liberty League,46,0.0,0.0,0.0,0,1.0,83.0,61.0,1,3.0,3.0,31.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
204,Rockford,St. Norbert,0,-38.0,161,404,0.3333333333333333,0.0,0.14285714285714285,-43.0,27,NACC,NACC,27,1.0,0.75,0.8333333333333334,1,0.0,286.0,161.0,1,7.0,27.0,70.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.25,0.5,0.0,0.25,-21.0,27,NACC,NACC,27,1.0,1.0,1.0,1,0.0,155.0,92.0,1,4.0,21.0,42.0,0,1,1.0,0.0,0.3333333333333333,-63.0,27,NACC,NACC,27,1,0.0,85.0,85.0,1,3.0,7.0,70.0,0,1,0.0,0.0,0.0
205,Rose-Hulman,Defiance,1,41.0,486,569,0.3333333333333333,0.6666666666666666,0.5,49.0,62,Heartland,Heartland,62,0.0,0.0,0.0,1,2.0,131.0,195.0,3,6.0,49.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.25,34.0,62,Heartland,Heartland,62,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.3333333333333333
206,SUNY Maritime,Dean College,1,11.0,337,550,0.0,0.0,0.0,0.0,0,,,0,0.75,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.25,-14.0,57,ECFC,ECFC,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333,-11.0,57,ECFC,New Jersey,41,1,0.0,93.0,40.0,1,3.0,3.0,14.0,0,1,0.0,1.0,0.5
207,Sacramento State,Idaho,1,3.0,323,586,1.0,1.0,1.0,7.0,39,Big Sky,Big Sky,39,0.0,0.0,0.0,2,4.0,120.0,290.0,6,6.0,31.0,24.0,1,0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,48.0,39,Big Sky,Big Sky,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333
208,Sacred Heart,St Francis (PA),0,-30.0,641,657,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.3333333333333333,0.6,13.0,17,NEC,NEC,17,0.0,0.0,0.0,2,1.0,85.0,92.0,3,5.0,40.0,27.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,17.0,17,NEC,MEAC,66,0.0,0.0,0.0,1,1.0,71.0,61.0,2,4.0,31.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
209,Saginaw Valley,Davenport,0,-1.0,20,546,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,24.0,14,GLIAC,Great Lakes,32,0.0,0.0,0.0,2,2.0,101.0,220.0,4,6.0,38.0,14.0,1,0,1.0,0.6666666666666666,0.8,-5.0,14,GLIAC,GLIAC,14,0.6666666666666666,0.5,0.6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
210,Salisbury,Rowan,1,5.0,95,632,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.5,0.75,23.0,41,New Jersey,New Jersey,41,0.5,1.0,0.6666666666666666,2,1.0,49.0,147.0,3,4.0,30.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
211,San José State,Nevada,1,7.0,92,241,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.0,0.16666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.75,33.0,5,Mountain West,Mountain West,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.5,28.0,5,Mountain West,Mid-American,13,1,0.0,41.0,37.0,1,2.0,34.0,6.0,1,0,1.0,0.0,0.6666666666666666
212,Savannah State,Fort Valley State,1,4.0,671,381,0.5,0.5,0.5,-11.0,60,SIAC,SIAC,60,0.25,0.6666666666666666,0.42857142857142855,1,2.0,118.0,105.0,3,6.0,20.0,31.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.6666666666666666
213,Shepherd,Bloomsburg,1,45.0,344,211,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,38.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.3333333333333333,0.16666666666666666,3,3.0,92.0,259.0,6,6.0,55.0,17.0,1,0,1.0,1.0,1.0,65.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.5,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
214,Shippensburg,East Stroudsburg,0,-7.0,370,470,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.42857142857142855,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.6666666666666666,0.5,-19.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,1,2.0,150.0,127.0,3,6.0,10.0,29.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.2,0.5,0.5,0.5,-17.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,1,1.0,107.0,94.0,2,4.0,13.0,30.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
215,Simon Fraser,Angelo State,0,-24.0,599,83,0.0,0.0,0.0,-17.0,38,Lone Star,Lone Star,38,0.0,0.0,0.0,0,0.0,225.0,52.0,0,5.0,21.0,38.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,38,Lone Star,Lone Star,38,0.5,0.0,0.25,0,0.0,117.0,7.0,0,2.0,7.0,35.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
216,Simpson College,Nebraska Wesleyan University,1,33.0,660,575,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-42.0,61,American Rivers,American Rivers,61,1.0,1.0,1.0,0,0.0,182.0,61.0,0,4.0,21.0,63.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
217,Sioux Falls,Minnesota State,0,-14.0,419,490,0.0,0.0,0.0,0.0,0,,,0,0.75,1.0,0.8571428571428571,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,21.0,22,Northern Sun,Northern Sun,22,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,3.0,22,Northern Sun,Northern Sun,22,1,2.0,37.0,105.0,3,3.0,34.0,31.0,1,0,0.0,0.0,0.0
218,South Carolina,Missouri,0,-13.0,303,77,0.75,0.5,0.6666666666666666,6.0,28,SEC,SEC,28,0.0,0.0,0.0,3,1.0,150.0,202.0,4,6.0,30.0,24.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.75,0.0,0.6,0.6666666666666666,0.0,0.5,40.0,28,SEC,MEAC,66,0.0,0.0,0.0,2,0.0,126.0,128.0,2,4.0,50.0,10.0,1,0,0.5,0.0,0.3333333333333333,36.0,28,SEC,Conference USA,1,1,0.0,106.0,72.0,1,3.0,56.0,20.0,1,0,0.6666666666666666,0.0,0.0
219,South Dakota Mines,Adams State,1,3.0,409,591,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,1.0,0.6666666666666666,-28.0,10,Rocky Mountain,Rocky Mountain,10,0.0,0.25,0.16666666666666666,1,3.0,125.0,190.0,4,6.0,20.0,48.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.5,1.0,0.75,-7.0,10,Rocky Mountain,Rocky Mountain,10,0.0,0.0,0.0,1,2.0,91.0,135.0,3,4.0,17.0,24.0,0,1,0.0,1.0,0.6666666666666666,14.0,10,Rocky Mountain,Rocky Mountain,10,0,2.0,64.0,94.0,2,3.0,41.0,27.0,1,0,0.0,0.0,0.0
220,South Dakota State,Indiana State,1,42.0,480,21,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.8,25.0,15,MVFC,MVFC,15,0.0,0.0,0.0,1.0,0.5,0.75,24.0,15,MVFC,MVFC,15,0.0,0.3333333333333333,0.25,2,1.0,60.0,100.0,3,4.0,34.0,10.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
221,Southeast Missouri State,Eastern Kentucky,0,-5.0,590,603,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.6666666666666666,0.8,14.0,35,OVC,OVC,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666,8.0,35,OVC,Atlantic Sun,4,1,1.0,89.0,86.0,2,3.0,35.0,27.0,1,0,1.0,0.5,0.75
222,Southern Illinois,Northern Iowa,0,-1.0,478,600,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.75,0.6666666666666666,23.0,15,MVFC,MVFC,15,0.0,0.0,0.0,1,3.0,174.0,182.0,4,6.0,30.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333,17.0,15,MVFC,MVFC,15,0,1.0,122.0,91.0,1,3.0,34.0,17.0,1,0,0.0,0.0,0.0
223,Southern Mississippi,Louisiana,1,15.0,282,272,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,1.0,44,Sun Belt,Sun Belt,44,1.0,0.3333333333333333,0.6,1,1.0,120.0,135.0,2,5.0,20.0,19.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
224,Southern Nazarene,Henderson State,0,-1.0,59,76,0.0,0.5,0.2857142857142857,6.0,31,Great American,Great American,31,0.0,0.0,0.0,0,2.0,305.0,200.0,2,7.0,27.0,21.0,1,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.8333333333333334,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,-28.0,31,Great American,Great American,31,0.5,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
225,Southern Virginia,Methodist,0,-13.0,292,186,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-38.0,55,USA South,USA South,55,0.5,0.25,0.3333333333333333,0,0.0,209.0,98.0,0,5.0,7.0,45.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-1.0,55,USA South,USA South,55,0,0.0,157.0,57.0,0,3.0,13.0,14.0,0,1,1.0,0.0,0.5
226,Southwest Minnesota State,Bemidji State,0,-19.0,458,48,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.3333333333333333,0.6666666666666666,-36.0,22,Northern Sun,Northern Sun,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,1.0,127.0,154.0,4,6.0,7.0,43.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.5,0.75,40.0,22,Northern Sun,Northern Sun,22,0.0,0.0,0.0,2,1.0,85.0,93.0,3,4.0,47.0,7.0,1,0,1.0,0.5,0.6666666666666666,7.0,22,Northern Sun,Northern Sun,22,1,1.0,65.0,66.0,2,3.0,27.0,20.0,1,0,0.0,0.0,0.0
227,St. Augustine's,Livingstone,0,-5.0,369,245,0.3333333333333333,0.0,0.14285714285714285,-27.0,16,CIAA,CIAA,16,0.6666666666666666,0.0,0.2857142857142857,1,0.0,369.0,82.0,1,7.0,14.0,41.0,0,1,0.0,0.0,0.0,3.0,16,CIAA,CIAA,16,0.0,0.0,0.0,0,0.0,344.0,54.0,0,6.0,28.0,25.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.3333333333333333,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-16.0,16,CIAA,CIAA,16,0,0.0,185.0,34.0,0,3.0,20.0,36.0,0,1,0.0,0.0,0.0
228,St. John Fisher,Hartwick,1,18.0,157,178,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.4,-7.0,50,Empire 8,Empire 8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333,3.0,50,Empire 8,Liberty League,46,1,0.0,69.0,82.0,1,3.0,3.0,0.0,1,0,0.0,0.0,0.0
229,St. Scholastica,St. Johns (MN),0,-50.0,664,210,1.0,0.2,0.3333333333333333,-5.0,65,Minnesota,Minnesota,65,0.0,0.0,0.0,1,1.0,289.0,146.0,2,6.0,28.0,33.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,0.3333333333333333,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.5
230,St. Thomas (MN),San Diego,1,7.0,410,317,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.8,12.0,51,Pioneer,Pioneer,51,0.0,0.0,0.0,3,1.0,96.0,153.0,4,5.0,26.0,14.0,1,0,1.0,0.5,0.75,11.0,51,Pioneer,Pioneer,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
231,Stephen F. Austin,Utah Tech,0,-3.0,654,529,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.25,0.5,17.0,37,Western Athletic,Western Athletic,37,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,1.0,176.0,220.0,3,6.0,41.0,24.0,1,0,1.0,0.25,0.4,3.0,37,Western Athletic,Western Athletic,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666
